tree_species,region,county,soil_type,rainfall_mm,temperature_c,altitude_m,soil_ph,planting_season,planting_method,care_level,water_source,tree_age_months,survival_probability,survived
Acacia,North Eastern,Kisumu,Volcanic,1002.6803488346666,15.702568335479404,1183.4114839609397,6.538705598020426,Wet,Cutting,Medium,Irrigation,111,0.95,1
Cypress,North Eastern,Garissa,Black Cotton,919.4125757760578,24.948764341534428,1847.1680539047911,6.4419843871203035,Transition,Seedling,High,Irrigation,4,0.95,0
Eucalyptus,Western,Marsabit,Loam,979.8060308772557,20.366857249423543,1730.4952939154243,7.262313077097439,Transition,Direct Seeding,High,Borehole,87,0.95,1
Indigenous Mix,Rift Valley,Kakamega,Loam,593.5237082057193,23.421291014730503,2619.406698006236,7.66399595253252,Wet,Direct Seeding,Low,River,64,0.95,1
Casuarina,Coast,Turkana,Red Soil,682.4767041598881,17.936697660275108,2382.1203170785084,6.121856855615567,Transition,Cutting,Low,Rain-fed,9,0.95,1
Pine,Coast,Eldoret,Red Soil,576.2206853392294,14.178998742954947,1944.9141849136222,6.06182039502978,Wet,Cutting,High,Borehole,22,0.95,1
Acacia,Coast,Mombasa,Loam,772.0733267719983,23.06959725108345,2875.419546681676,5.844967694259111,Dry,Seedling,High,Rain-fed,109,0.95,1
Cypress,Central,Machakos,Black Cotton,736.2719486089456,18.93433625658011,2036.456580976923,7.431501379283804,Wet,Seedling,Medium,Borehole,84,0.95,1
Cedar,Eastern,Kiambu,Black Cotton,599.2346702979743,20.1800308941998,868.3770506857397,7.017153808958566,Transition,Direct Seeding,Medium,Irrigation,22,0.95,1
Grevillea,Nyanza,Mombasa,Volcanic,796.4301314895314,18.884752309352503,2560.192295856292,7.004935876486563,Dry,Direct Seeding,Medium,Irrigation,58,0.95,1
Pine,Nyanza,Kakamega,Clay,661.7876172142569,15.740201599065585,2370.136846616473,7.408207272251323,Wet,Cutting,Low,River,55,0.95,1
Jacaranda,Western,Machakos,Sandy,958.5556552451804,13.300824035098643,839.682555793219,7.392327748238655,Dry,Seedling,High,Borehole,71,0.95,1
Cypress,Coast,Nakuru,Black Cotton,1221.0564550426814,15.626420495634825,2248.263554609092,6.838468410720127,Transition,Cutting,Low,River,96,0.95,1
Wattle,North Eastern,Mombasa,Sandy,550.1526507604335,19.971072275451903,1291.15806100023,6.006353615162454,Wet,Seedling,Low,River,109,0.95,1
Indigenous Mix,Nairobi,Kisumu,Rocky,1245.4628584773175,27.27767533499698,2212.3617420708188,5.533371317070227,Transition,Seedling,Low,River,107,0.95,1
Bamboo,Eastern,Kisumu,Loam,1172.634052990312,11.84056561667179,1544.1728327209169,6.259193846123787,Wet,Direct Seeding,Medium,Borehole,66,0.95,1
Eucalyptus,Nyanza,Mombasa,Black Cotton,456.4476302009605,21.829927498491937,970.3966215634395,5.68045088951492,Wet,Seedling,Low,River,60,0.95,1
Eucalyptus,North Eastern,Nairobi,Clay,409.33718384464476,25.101706170328796,724.2114177820595,5.760333037174477,Dry,Seedling,Low,Irrigation,32,0.95,1
Neem,Northern,Machakos,Rocky,1110.4236016136315,24.686909650557325,2210.710235089173,6.571087727609197,Wet,Direct Seeding,Low,Borehole,62,0.95,1
Grevillea,Eastern,Mombasa,Clay,761.1239679941493,23.004311316011588,609.2387245345406,7.321907825598533,Dry,Seedling,Low,River,14,0.95,1
Indigenous Mix,Rift Valley,Turkana,Rocky,701.1965301095398,33.08692949518237,2581.60609119024,7.429446292390624,Transition,Seedling,High,Irrigation,82,0.95,1
Bamboo,Eastern,Kakamega,Clay,638.9450837067238,16.15283216365088,2031.878562176264,5.996548334533662,Dry,Seedling,Medium,Irrigation,59,0.95,1
Cedar,North Eastern,Marsabit,Rocky,242.4624127658593,9.004804016124682,2136.8222649773006,7.266094308846469,Dry,Seedling,Medium,Irrigation,23,0.58,1
Bamboo,Coast,Kiambu,Clay,1220.2283460319127,30.61464163404111,831.5319719965712,7.3934446835236525,Wet,Cutting,High,Rain-fed,80,0.95,1
Neem,Central,Garissa,Rocky,671.670427141961,19.96157200148172,1976.8129025419444,6.951335097979022,Wet,Seedling,Low,Borehole,11,0.95,1
Neem,Western,Mombasa,Sandy,1022.7924712836219,25.72673977028191,2361.3331785974933,7.0659816802708555,Dry,Direct Seeding,Low,Borehole,2,0.95,1
Bamboo,North Eastern,Nairobi,Volcanic,923.0570154053789,22.85396371593024,2610.258918492486,6.6128107251781865,Wet,Direct Seeding,Medium,Borehole,3,0.95,1
Cypress,Coast,Nyeri,Rocky,998.500628050109,24.350496270235137,2102.3006179536173,7.660740843075767,Transition,Cutting,High,River,26,0.95,1
Acacia,Eastern,Nairobi,Volcanic,697.3819355049034,25.467432867462374,811.29661161269,7.841251760163376,Dry,Direct Seeding,Medium,Borehole,39,0.95,1
Eucalyptus,Coast,Kitui,Clay,863.3690941892911,23.93211256032675,2226.8879470518195,6.683182043485864,Dry,Cutting,Medium,Borehole,14,0.95,1
Cedar,Eastern,Mombasa,Loam,626.3030996314419,21.093071671357066,1732.2132969002344,7.948710958017581,Dry,Direct Seeding,High,Irrigation,103,0.95,1
Cypress,Northern,Kisumu,Red Soil,725.4183433960734,21.053824753309332,1591.2285325727419,7.514817035652785,Wet,Seedling,High,River,17,0.95,1
Grevillea,Nyanza,Kakamega,Red Soil,749.248618362592,23.270596057698558,1811.5669876376608,7.500559901002357,Transition,Seedling,Medium,Borehole,25,0.95,1
Indigenous Mix,Nyanza,Kitui,Clay,346.7050729413136,21.023912917290158,2248.6520595677543,6.518499705483023,Transition,Seedling,High,Irrigation,45,0.95,1
Casuarina,North Eastern,Kakamega,Volcanic,594.1746675714121,27.269818753148233,2548.5591595003702,5.830776453830036,Dry,Direct Seeding,Low,Irrigation,113,0.95,1
Cedar,Northern,Nyeri,Volcanic,799.7453886639915,16.73489661650933,1396.7912828757273,6.562500364331603,Wet,Direct Seeding,High,River,20,0.95,1
Indigenous Mix,North Eastern,Nairobi,Loam,1098.148464975621,27.630909160616007,1618.0675695318707,7.450840902255588,Wet,Cutting,High,Irrigation,87,0.95,1
Bamboo,Western,Kisumu,Loam,750.3335026404417,18.361319212996506,863.1623193888556,6.779101045363052,Dry,Cutting,High,Borehole,88,0.95,1
Grevillea,Nyanza,Turkana,Sandy,1037.5542004442457,13.039669025104168,2827.147653654031,7.889081129747495,Dry,Direct Seeding,Low,Rain-fed,40,0.95,1
Eucalyptus,Central,Mombasa,Clay,738.4522508459054,26.96038160890195,2489.326305244371,6.4180112792209,Dry,Cutting,High,Irrigation,102,0.95,1
Indigenous Mix,Western,Turkana,Black Cotton,971.9380657956398,28.23187469469827,1145.317453455509,5.525819126237303,Dry,Cutting,Low,Rain-fed,13,0.95,1
Neem,Central,Garissa,Red Soil,1196.6052558870913,17.9566601101131,1598.6308117007957,7.092157619994353,Dry,Seedling,High,Borehole,42,0.95,1
Neem,Central,Nairobi,Loam,671.3623874345786,24.898124818069096,1863.570126485285,5.812483653828601,Dry,Cutting,Medium,Irrigation,116,0.95,1
Cedar,Central,Kakamega,Loam,1211.810141596123,24.533894442678196,2844.2368135472543,7.206229678061115,Wet,Direct Seeding,Low,Irrigation,111,0.95,1
Neem,Rift Valley,Machakos,Rocky,265.1799097597003,30.018604519048615,1469.7424777603255,6.580524331853054,Dry,Cutting,High,Borehole,6,0.51,1
Pine,North Eastern,Eldoret,Red Soil,609.3255256310001,26.55048096503406,1987.9783283240274,6.804015089647388,Wet,Cutting,Low,Rain-fed,60,0.95,1
Casuarina,North Eastern,Eldoret,Sandy,444.5226679584279,21.597950937086427,1708.1899696875664,7.961402234050655,Dry,Direct Seeding,Medium,Borehole,72,0.95,1
Wattle,Northern,Kitui,Black Cotton,874.5803641076549,25.062204230488955,1995.083390466471,7.253939630070146,Dry,Direct Seeding,High,River,15,0.95,0
Acacia,Eastern,Meru,Rocky,752.0957171114078,23.026100326164574,901.4348228501035,7.546443948287487,Transition,Cutting,High,Rain-fed,72,0.95,1
Eucalyptus,Nairobi,Nakuru,Sandy,640.5747445557074,25.732502776024052,2503.389548341491,7.617829427654051,Dry,Seedling,Low,River,107,0.95,1
Neem,Central,Nyeri,Black Cotton,577.5346628719303,22.164062196918586,2991.1373429007663,5.726348206918604,Dry,Direct Seeding,High,Irrigation,87,0.95,1
Cypress,Western,Turkana,Sandy,795.2261895982671,16.360609740016777,1574.3220498822636,7.534130591925434,Dry,Direct Seeding,Medium,Rain-fed,78,0.95,1
Cedar,Nyanza,Mombasa,Loam,976.5790067624728,25.282885758017308,1039.3597805422605,6.359842645237024,Dry,Cutting,Medium,Irrigation,58,0.95,1
Cypress,North Eastern,Kakamega,Clay,405.9132048526799,20.33391447359196,2095.2123385487507,7.191907108674579,Transition,Direct Seeding,High,Irrigation,32,0.95,1
Acacia,Coast,Marsabit,Loam,1024.911997936046,26.00510783933456,2854.9929817748302,5.545198959072998,Transition,Cutting,High,Irrigation,53,0.95,1
Wattle,Coast,Kitui,Clay,572.2230768378454,30.261360980078464,1147.8099951038416,6.254021413150885,Wet,Cutting,Low,Borehole,28,0.95,1
Grevillea,Central,Kiambu,Clay,1164.4517078577846,13.157097365738062,2767.3940266386453,6.171794084315854,Dry,Cutting,Low,River,100,0.95,1
Cedar,Northern,Kakamega,Loam,515.6678673656331,23.188486596063136,1673.0855838157997,5.716689745137216,Dry,Seedling,High,Rain-fed,13,0.95,1
Jacaranda,Coast,Nyeri,Clay,492.04194353004465,28.45081921614077,2065.273647209274,7.085323266118078,Transition,Seedling,High,Rain-fed,54,0.95,1
Jacaranda,Nairobi,Marsabit,Clay,868.0414556052094,20.911922761483755,1493.248486564817,7.991083980915805,Dry,Direct Seeding,Low,River,19,0.95,1
Indigenous Mix,Western,Turkana,Black Cotton,952.3053850841454,26.872385566772653,2645.521976924213,6.794429489288451,Transition,Cutting,Medium,Borehole,22,0.95,1
Pine,Northern,Turkana,Red Soil,1021.6135490771555,19.129084806545436,1826.9602914955765,7.512597499575234,Transition,Cutting,Low,River,112,0.95,1
Grevillea,Coast,Meru,Red Soil,1304.7348486319984,19.42027687170035,2770.5087826079844,7.341432310016435,Transition,Seedling,Low,Rain-fed,66,0.95,1
Eucalyptus,Coast,Eldoret,Loam,869.2566972980917,21.649526160773906,2302.750142601844,6.29318934876625,Dry,Cutting,Low,Rain-fed,39,0.95,1
Wattle,Coast,Meru,Sandy,583.4182485799895,25.80033161635766,1644.5878144695437,5.699092300855236,Dry,Seedling,Low,Irrigation,58,0.95,1
Eucalyptus,Northern,Nairobi,Volcanic,859.2709052774732,19.786297468389172,2315.398465550886,6.68502126546384,Transition,Direct Seeding,Low,River,51,0.95,0
Wattle,Nairobi,Kitui,Clay,1074.1278627415313,27.36924696498673,741.8246719047452,6.298299517804856,Dry,Direct Seeding,High,Borehole,60,0.95,1
Pine,Nyanza,Nyeri,Black Cotton,415.2011803217076,24.8598904464182,1587.5702294319035,7.4154833851588435,Transition,Cutting,High,Irrigation,109,0.95,1
Cypress,Central,Nairobi,Rocky,546.8821298076869,23.494615626770987,2645.934760920744,7.411540704037025,Dry,Seedling,Medium,Irrigation,56,0.95,1
Neem,Eastern,Kiambu,Rocky,646.5390857727143,27.06172324698473,1624.375113525686,7.138968404946391,Wet,Direct Seeding,High,River,6,0.95,1
Casuarina,Coast,Turkana,Volcanic,757.0816765512421,12.707917056345186,2017.6597210866905,7.098279587444708,Wet,Seedling,High,Irrigation,112,0.95,1
Grevillea,Central,Nairobi,Volcanic,1064.5829792113675,19.86077792705815,2319.554310496219,5.5825488991524965,Dry,Cutting,High,Irrigation,4,0.95,1
Neem,Northern,Kitui,Sandy,972.5920005673906,27.637423533257824,1415.1883125115487,7.3990835788141,Transition,Direct Seeding,Low,Borehole,88,0.95,1
Pine,Coast,Kiambu,Clay,826.3662587453387,25.712628589344092,988.0456967171833,6.16121995081523,Wet,Cutting,Medium,Rain-fed,82,0.95,1
Jacaranda,Western,Turkana,Loam,1244.8469343463473,19.80209939497487,1095.6504773767817,6.101114428316245,Transition,Seedling,High,River,114,0.95,1
Cedar,Nairobi,Kitui,Sandy,901.9237165019983,28.727797969840246,717.6938729705638,5.826186361050346,Dry,Seedling,Low,River,94,0.95,1
Indigenous Mix,Central,Kakamega,Red Soil,913.1824243365927,12.501752499303256,2040.7732081281458,6.790047397915786,Transition,Direct Seeding,Medium,Borehole,72,0.95,1
Neem,North Eastern,Kitui,Rocky,658.9760361826932,22.62422322516643,2859.98524379742,5.750664232524811,Transition,Direct Seeding,Low,Rain-fed,71,0.95,1
Neem,Nairobi,Kitui,Clay,1001.8212824317905,21.312385064505364,2309.962018169846,7.779964777992142,Dry,Cutting,Medium,Irrigation,71,0.95,1
Cedar,Western,Turkana,Rocky,748.961199063141,25.879072270715405,1664.766557646316,5.976254535440129,Dry,Cutting,Low,Irrigation,97,0.95,0
Neem,Rift Valley,Nairobi,Sandy,730.2273497869196,24.51632422987816,2889.996726043587,6.282251489094759,Transition,Seedling,Low,Borehole,85,0.95,1
Pine,Northern,Kisumu,Red Soil,1030.6346254496173,22.913702421952234,1613.053405374918,7.358687246608435,Dry,Direct Seeding,High,River,17,0.95,1
Jacaranda,Nyanza,Eldoret,Volcanic,859.1863378078943,27.807148619144897,1220.9026970612676,7.205812663542354,Wet,Cutting,Medium,Rain-fed,100,0.95,1
Grevillea,Central,Nairobi,Black Cotton,889.9747472649582,29.384619637966836,637.7021199298537,7.5081625821501845,Transition,Seedling,Medium,Rain-fed,35,0.95,1
Bamboo,Northern,Turkana,Sandy,444.4824368895066,22.362182735629936,2113.423659885224,6.097675449532302,Wet,Cutting,Low,Rain-fed,55,0.95,1
Indigenous Mix,Central,Nairobi,Black Cotton,787.2898266968593,17.641182646680733,1637.759560911824,7.985201048548872,Transition,Cutting,Low,River,77,0.95,1
Eucalyptus,Western,Turkana,Clay,1137.2661279372671,26.208224320198646,2224.739000737343,5.699440467557202,Transition,Direct Seeding,High,Borehole,29,0.95,0
Casuarina,Coast,Nakuru,Black Cotton,726.4118599461646,23.269009568791617,1932.673559488813,7.0908929101125455,Transition,Cutting,Low,Borehole,37,0.95,1
Neem,Nairobi,Nairobi,Rocky,685.1140916601407,15.002066158680307,2138.2548256541213,6.62958117291046,Wet,Seedling,Low,Rain-fed,48,0.95,1
Jacaranda,Western,Nyeri,Black Cotton,855.4225219767512,27.203043874737205,950.4461158023219,7.315981768128059,Transition,Seedling,Low,River,24,0.95,1
Casuarina,Eastern,Machakos,Volcanic,1007.9171703410727,17.99273160608528,1343.7046334330457,6.058670636305996,Wet,Seedling,Medium,Irrigation,3,0.95,1
Grevillea,Central,Kitui,Sandy,754.198356370357,27.387002277485536,2720.193442274925,7.261441008898171,Dry,Seedling,Low,Irrigation,17,0.95,1
Jacaranda,Northern,Eldoret,Red Soil,808.1033547871067,22.07564612376339,2409.443719919397,6.465574939256001,Wet,Direct Seeding,Medium,Borehole,32,0.95,1
Jacaranda,Eastern,Garissa,Rocky,555.1117258672789,26.162033157717907,541.6764105549464,6.8219374117450755,Transition,Direct Seeding,High,Rain-fed,54,0.72,1
Pine,Northern,Eldoret,Loam,931.5415341569025,29.589237779286822,2219.4724256712843,7.733625458520484,Wet,Seedling,Medium,River,114,0.95,1
Casuarina,Eastern,Eldoret,Sandy,1532.2703637395734,30.01283607406285,2634.268694765613,7.165462699046852,Dry,Cutting,Low,Borehole,19,0.67,0
Eucalyptus,Northern,Nakuru,Loam,1322.2429661158703,30.196870791462093,1766.238680795526,7.8116119588211985,Dry,Direct Seeding,Low,River,47,0.8999999999999999,1
Cedar,Western,Kisumu,Black Cotton,515.7729772797975,16.168433843614896,849.1904163552131,5.532302621816392,Transition,Seedling,Low,Irrigation,28,0.95,1
Indigenous Mix,Western,Meru,Volcanic,383.4797834785691,20.056473114703437,876.8181509984264,7.587300678537376,Transition,Cutting,High,Irrigation,22,0.95,0
Grevillea,Eastern,Nairobi,Rocky,409.79569282194393,21.465754183756108,1121.6900692592076,7.968119862410262,Dry,Direct Seeding,High,River,40,0.95,1
Wattle,Rift Valley,Kisumu,Sandy,1235.0149395642502,19.28980827229181,1822.5085692090202,7.533137272773659,Wet,Direct Seeding,High,River,52,0.95,1
Indigenous Mix,Nairobi,Meru,Loam,398.6868039944179,22.995384741192787,545.0496394603775,6.379522575250323,Transition,Direct Seeding,Low,Rain-fed,87,0.95,1
Cypress,Central,Nakuru,Rocky,617.9289599118695,25.913554867709625,2093.8602833856658,5.841880261938732,Wet,Seedling,Medium,River,99,0.95,1
Cedar,North Eastern,Mombasa,Loam,371.08108750362425,23.07883006217462,872.6827119932846,6.594144290184968,Dry,Cutting,Low,Rain-fed,86,0.88,1
Bamboo,Central,Kakamega,Red Soil,602.4447495500362,27.617885842342574,2450.56684790444,5.540429023728376,Transition,Cutting,High,River,35,0.95,0
Acacia,Western,Eldoret,Red Soil,962.4094150256233,24.54087051739708,2969.4783418118686,6.656881526867823,Wet,Cutting,Low,Borehole,93,0.95,1
Neem,Nyanza,Machakos,Loam,1171.3994336167684,25.635413594409854,598.733391080908,7.489124991904674,Transition,Cutting,Medium,River,82,0.95,1
Bamboo,Eastern,Meru,Rocky,414.36078696664003,22.709469466399934,1492.8140982351742,7.9761348707120945,Dry,Direct Seeding,High,River,79,0.95,1
Eucalyptus,Coast,Kiambu,Sandy,672.5374073061203,34.880062916546194,2480.0483083708496,6.934997267782676,Wet,Seedling,High,River,61,0.95,1
Pine,North Eastern,Meru,Red Soil,850.4070028321853,23.539315665420194,1768.9155724246268,6.029778439527538,Dry,Cutting,Low,Rain-fed,84,0.95,1
Acacia,North Eastern,Kakamega,Clay,688.867870313785,31.05768295720852,1646.1767392087518,5.754439804335343,Wet,Seedling,High,River,95,0.95,1
Jacaranda,Nairobi,Garissa,Red Soil,1088.2677612206453,17.615060343421682,1035.4263639362648,7.232992267745741,Dry,Seedling,High,Borehole,26,0.95,1
Acacia,North Eastern,Mombasa,Loam,1012.1614215899303,34.17842090166008,629.1272393145051,7.375182385836475,Dry,Seedling,Medium,Rain-fed,119,0.95,1
Jacaranda,North Eastern,Kitui,Rocky,977.2548718228102,22.043594240788465,649.0729831546925,6.6555085450690035,Wet,Cutting,Low,River,49,0.95,1
Eucalyptus,Western,Nakuru,Clay,336.88091776725446,21.051911308634633,1176.7688729438298,7.318426759214237,Transition,Cutting,High,Borehole,76,0.95,1
Wattle,Nairobi,Nyeri,Sandy,844.338766471183,26.608797295564766,746.7661084392195,7.576102027522983,Wet,Cutting,Low,Borehole,83,0.95,1
Wattle,Nyanza,Nairobi,Volcanic,868.1971480703701,16.916202494873783,1397.7010134697284,6.569097265723473,Wet,Direct Seeding,Low,Rain-fed,12,0.95,1
Pine,Rift Valley,Mombasa,Loam,741.4954299624136,21.338806505252293,2778.5986030920494,7.40765416450706,Transition,Cutting,Medium,Irrigation,9,0.95,1
Bamboo,North Eastern,Eldoret,Rocky,677.3645064193779,15.213709093554625,2130.530022169769,7.485981764736599,Wet,Seedling,Medium,Irrigation,106,0.95,1
Eucalyptus,Central,Nairobi,Volcanic,361.10818920411236,20.12338200396928,1079.2605653902751,7.168057908007881,Dry,Seedling,Low,Rain-fed,55,0.95,1
Acacia,Northern,Turkana,Clay,751.3550413025288,16.912916407442438,507.75620324846767,7.248561721777209,Transition,Cutting,Medium,Borehole,38,0.95,1
Casuarina,Coast,Nyeri,Volcanic,623.7654895700314,25.117515190983617,2936.702423508545,6.0075473234366745,Transition,Direct Seeding,High,Borehole,27,0.95,1
Bamboo,Rift Valley,Nyeri,Black Cotton,44.36945728882927,23.549728292177463,1739.6952605079332,6.2353163189375,Dry,Direct Seeding,Medium,Rain-fed,76,0.9099999999999999,0
Pine,Nyanza,Turkana,Red Soil,1097.8087909180003,21.917279749111678,1934.3120542150698,7.733262627064073,Dry,Direct Seeding,Medium,Irrigation,16,0.95,1
Jacaranda,Eastern,Kitui,Clay,1152.197189956223,21.14216980526092,1336.2159356940977,5.602484968962607,Transition,Direct Seeding,Medium,Irrigation,65,0.95,0
Indigenous Mix,Eastern,Meru,Clay,1298.8348888748,30.089556990049655,2484.7290168430773,5.559812663544036,Wet,Cutting,High,River,98,0.95,1
Wattle,Western,Turkana,Sandy,669.3040518175392,18.392175776432566,1888.3866662358814,6.415213196700618,Dry,Seedling,Medium,Borehole,33,0.95,1
Pine,Coast,Mombasa,Black Cotton,938.367044076429,14.758823640979605,1539.9897692660736,7.749842761455535,Transition,Cutting,Low,Borehole,57,0.95,1
Pine,Central,Marsabit,Rocky,624.2572362167434,13.065179359555808,1078.593819775687,5.7065971868519,Wet,Direct Seeding,High,Rain-fed,113,0.95,1
Cypress,Nairobi,Kitui,Red Soil,587.7298400648862,24.444904789066886,2411.1022019045336,6.7094320650589045,Wet,Seedling,Medium,Rain-fed,57,0.95,1
Cedar,Eastern,Kakamega,Loam,949.92859438199,18.267937396070415,2319.8548479675937,6.628760395130054,Transition,Direct Seeding,Low,Borehole,82,0.95,1
Cedar,Nyanza,Nakuru,Red Soil,946.049642585584,23.655399561963964,2238.491332786318,5.803967001030695,Transition,Direct Seeding,High,Borehole,97,0.95,1
Jacaranda,Rift Valley,Nairobi,Sandy,726.2529388968895,22.198797006444895,732.0969635305484,6.368388765553448,Wet,Direct Seeding,High,Irrigation,102,0.95,1
Neem,Nairobi,Meru,Clay,1034.4525699998567,14.44772999583968,2404.499035468414,6.828128380585895,Wet,Cutting,High,Rain-fed,98,0.95,1
Cypress,Nairobi,Kitui,Clay,826.6791545272447,27.83215008228464,1034.4040051052884,5.722946723088668,Dry,Cutting,High,River,21,0.95,1
